licencia_id,nombre_comercial,municipio,codi_ine,comarca,tipo_via,nombre_via,numero,codigo_postal,categoria,plazas,habitaciones,nif,razon_social,tipo,es_persona_fisica,titular_id,lat,lon,metodo_match,similitud_nombre,piso,puerta,coordenada_compartida,nivel_geo
HB-004210,HOTEL CATALONIA LA MAQUINISTA,Barcelona,080193,Barcelonès,Carrer,de la Ciutat d'Asunción,35,08030,4 estrelles,180,92,A38385712,"AMHUDE, S.A.U.",hotel,False,83,41.43929677845805,2.199877157601278,codigo_registro,,,,False,coordenada
HB-004211,H10 Universitat,Barcelona,080193,Barcelonès,Ronda,Universitat,21,08007,4 estrelles,156,94,B62385067,"HOTELERA MARINA BARCELONA, S.L.",hotel,False,502,41.38685374561615,2.16664300883231,codigo_registro,,,,False,coordenada
HB-004212,HOTEL LEONARDO GRAN VIA,Barcelona,080193,Barcelonès,Carrer,DIPUTACIO,100,08015,3 estrelles,200,100,B87576732,LEONARDO HOTELS OPCO MADRID SL.,hotel,False,958,41.38112756977953,2.1548907267364816,codigo_registro,,,,False,coordenada
HB-004213,HOTEL PULITZER,Barcelona,080193,Barcelonès,Carrer,Bergara,8,08002,4 estrelles superior,178,91,B63031710,CONTROLLER ALT SL,hotel,False,553,41.38615564886564,2.1683742623160835,codigo_registro,,,,False,coordenada
HB-004214,Zenit Borrell,Barcelona,080193,Barcelonès,Carrer,Comte Borrell,208,08029,4 estrelles,101,74,E82947987,HOTEL ZENIT CONDE DE BORRELL C.B.,hotel,False,979,41.38599346732167,2.151445135952773,codigo_registro,,,,False,coordenada
HB-004215,HOSTAL ROC BLANC,Terrassa,082798,Vallès Occidental,Carrer,de la Carretera d'Olesa,0,08224,No aplica,13,10,B64394257,TITO 2006 SL,hotel,False,639,,,solo_registre,,,,False,municipio
HB-004217,Castell de l'Oliver,Sant Vicenç de Montalt,082649,Maresme,Cases,Can Milans,s/n,08394,4 estrelles,14,7,B63560619,"RELAI CASTELL, SL",hotel,False,592,,,solo_registre,,,,False,municipio
HB-004218,HOTEL EUROSTARS SITGES,Sitges,082704,Garraf,Camí,MIRALPEIX,12,08870,5 estrelles,523,263,B72765241,VICELO HOTELS SL,hotel,False,931,,,solo_registre,,,,False,municipio
HB-004219,Casa Fuster,Barcelona,080193,Barcelonès,Passeig,Gràcia,132,08008,Gran luxe,210,105,B19629344,HOTEL CAS FUSTER SLU,hotel,False,270,41.39801599366713,2.158025884692545,codigo_registro,,,,False,coordenada
HB-004220,Silken Concordia,Barcelona,080193,Barcelonès,Avinguda,Paral.lel,115,08004,4 estrelles,176,88,B63425292,"BCN HOTEL CONCORDIA 2003, S.L.",hotel,False,579,41.37483551026784,2.161173954583217,codigo_registro,,,,False,coordenada
HB-004222,"Inn Ninot Barcelona, S.L.",Barcelona,080193,Barcelonès,Carrer,de Muntaner,175,08036,No aplica,12,8,B67557231,"Inn Ninot Barcelona, S.L.",hotel,False,913,,,solo_registre,,,,False,municipio
HB-004223,Leonardo Royal Hotel Barcelona Forum,Barcelona,080193,Barcelonès,Passeig,Taulat,278,08019,4 estrelles,736,368,B83246934,"BARDIOMAR, SL",hotel,False,943,41.410204014174376,2.21869540018755,codigo_registro,,,,False,coordenada
HB-004224,EUROHOTEL GRAN VIA FIRA,"Hospitalet de Llobregat, l'",081017,Barcelonès,Carrer,de Miguel Hernández,130,08908,4 estrelles,216,116,B65234999,"DOLINA TRADING, SL",hotel,False,691,,,solo_registre,,,,False,municipio
HB-004225,Barcelona Center Inn,Barcelona,080193,Barcelonès,Carrer,Bailèn,47,08010,No aplica,10,6,B63613053,"HOSTAL LAMU, SL",hotel,False,596,,,solo_registre,,,,False,municipio
HB-004226,Hesperia Tower,"Hospitalet de Llobregat, l'",081017,Barcelonès,Carrer,Gran Via,144,08907,5 estrelles,562,281,B08798837,"DESJUST,S.L.",hotel,False,221,,,solo_registre,,,,False,municipio
HB-004227,Jazz,Barcelona,080193,Barcelonès,Carrer,Pelai,3,08001,3 estrelles,216,108,B58586991,"GRAN CHEF, SL",hotel,False,338,41.38594482150712,2.165871871325046,codigo_registro,,,,False,coordenada
HB-004228,KALMA SITGES HOTEL,Sitges,082704,Garraf,Passeig,DE LA RIBERA,65-68,08870,4 estrelles,61,46,B63566244,INVERSIONES NARON 2003 SL,hotel,False,593,,,solo_registre,,,,False,municipio
HB-004229,Sunway Playa Golf,Sitges,082704,Garraf,Passeig,Marítim,92-94,08870,4 estrelles,443,122,B08370827,SUNWAY SL,hotel,False,211,,,solo_registre,,,,False,municipio
HB-004230,Aranea,Barcelona,080193,Barcelonès,Carrer,Consell de Cent,444,08013,3 estrelles,140,84,A08052441,"CAFES ESPAÑOL OLIMIPA, S.A.",hotel,False,7,41.398539783459846,2.1757825400899513,codigo_registro,,,,False,coordenada
HB-004231,Cram,Barcelona,080193,Barcelonès,Carrer,Aribau,54,08011,4 estrelles,134,67,,,hotel,True,,41.3880747357833,2.159984736019471,codigo_registro,,,,False,coordenada
HB-004232,Raval Rooms,Barcelona,080193,Barcelonès,Carrer,Hospital,149-155,08001,No aplica,48,31,B63733281,PURMOIJET S.L.,hotel,False,605,,,solo_registre,,,,False,municipio
HB-004233,Pere IV,Barcelona,080193,Barcelonès,Carrer,Pallars,128-130,08018,4 estrelles,353,191,A58953506,"EROLES, SA",hotel,False,134,41.39703348538714,2.1923892777719374,codigo_registro,,,,False,coordenada
HB-004235,Ciutat del Prat,"Prat de Llobregat, el",081691,Baix Llobregat,Avinguda,Remolar,46,08820,4 estrelles,228,130,A58953506,"EROLES, SA",hotel,False,134,,,solo_registre,,,,False,municipio
HB-004236,Citypark Pelai,Barcelona,080193,Barcelonès,Carrer,Pelai,1,08001,2 estrelles,69,47,A58664764,NEBOR SA,hotel,False,127,41.385984347232885,2.165454650325526,codigo_registro,,,,False,coordenada
HB-004237,HLG Citypark Sant Just,Sant Just Desvern,082212,Baix Llobregat,Avinguda,Riera,2,08960,4 estrelles,228,120,A08705584,HORIZON CITY PARK SA,hotel,False,56,,,solo_registre,,,,False,municipio
HB-004239,Granados 83,Barcelona,080193,Barcelonès,Carrer,Enric Granados,83,08008,4 estrelles superior,135,77,B62235908,"EDIFICIO ENRIQUE GRANADOS 83, S.L.",hotel,False,495,41.39188397012157,2.1568454879910175,codigo_registro,,,,False,coordenada
HB-004240,Hostal Sant Sadurní,Sant Sadurní d'Anoia,082401,Alt Penedès,Carrer,Sant Antoni,99,08770,No aplica,16,10,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-004241,Fashion House,Barcelona,080193,Barcelonès,Carrer,Bruc,13,08010,No aplica,16,8,J65047532,"BCN FASHION HOUSE, SCP",hotel,False,1015,,,solo_registre,,,,False,municipio
HB-004243,Amister,Barcelona,080193,Barcelonès,Avinguda,Roma,93-95,08029,4 estrelles,118,59,B61273371,"CLOSA HOSTELERIA Y RESTAURACION, SL",hotel,False,426,41.384358086929325,2.15149492306307,codigo_registro,,,,False,coordenada
HB-004245,Hostal LK Barcelona,Barcelona,080193,Barcelonès,Carrer,Consell de Cent,30,08014,No aplica,24,13,B65955916,"YOUNG  YOUNG LK BARCELONA, SL",hotel,False,746,,,solo_registre,,,,False,municipio
HB-004246,Montemar Marítim,Santa Susanna,082613,Maresme,Avinguda,Mar,5,08398,4 estrelles,371,187,B17706649,MOMA HOTEL S.L.,hotel,False,264,,,solo_registre,,,,False,municipio
HB-004247,SB Icària Barcelona Hotel,Barcelona,080193,Barcelonès,Avinguda,Icària,195,08005,4 estrelles,298,180,B43067172,"SB HOTELS SPAIN\\, S.L.",hotel,False,290,41.39354882137261,2.1993876749895045,codigo_registro,,,,False,coordenada
HB-004248,La Ciudadela,Barcelona,080193,Barcelonès,Passeig,de Lluís Companys,2,08018,1 estrella,28,18,B60902608,"CAMA-SEC, SL",hotel,False,409,41.38955284988465,2.1836142474250586,codigo_registro,,,,False,coordenada
HB-004249,Catalonia Eixample 1864,Barcelona,080193,Barcelonès,Carrer,Roger de Lluria,60,08009,4 estrelles,242,124,B58227877,DUQUES DE BERGARA S.L.U,hotel,False,323,41.39361699600464,2.1684463036144446,codigo_registro,,,,False,coordenada
HB-004250,MEDICAL HOME BARCELONA MADRID SL,Barcelona,080193,Barcelonès,Gran Via,de les Corts Catalanes,660,08010,No aplica,16,10,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-004251,Montserrat Hotel Training  Center,Collbató,080692,Baix Llobregat,Carrer,Querol,s/n,08293,3 estrelles,223,113,G08902645,FUNDACIO PRIVADA UNIVERSITARIA EADA (ESCOLA D'ALTA DIRECCIO I ADMINISTRACIO),hotel,False,981,,,solo_registre,,,,False,municipio
HB-004252,Dolce Barcelona Resort by Wyndham,Sant Esteve Sesrovires,082080,Baix Llobregat,Carretera,Martorell a Capellades,"19,5",08635,4 estrelles superior,300,150,B75521609,HCI GESTORA DE ACTIVOS S.L.,hotel,False,934,,,solo_registre,,,,False,municipio
HB-004253,Mar Blava Apart-Hotel,Cubelles,080749,Garraf,Avinguda,Jaume I,201-203,08880,2 estrelles,30,15,B61964961,RESISER 2021 SL,hotel,False,477,,,solo_registre,,,,False,municipio
HB-004254,Mar Blava 2 Apart-Hotel,Cubelles,080749,Garraf,Avinguda,Jaume I,189-191,08880,2 estrelles,30,15,B43683184,"JOSI SPORTS, SL",hotel,False,293,,,solo_registre,,,,False,municipio
HB-004255,Luxtal,Barcelona,080193,Barcelonès,Carrer,Tarragona,177,08014,No aplica,10,5,B63828487,"LUXTAL 177, SL",hotel,False,611,,,solo_registre,,,,False,municipio
HB-004256,Holiday Inn Express Molins de Rei,Molins de Rei,081234,Baix Llobregat,Carrer,Primer de Maig,9,08750,3 estrelles,222,111,B62345616,CONTINENTAL HOTELS HISPANIA S.L.,hotel,False,498,,,solo_registre,,,,False,municipio
HB-004258,HOTEL IBIS MONTMELÓ,Granollers,080961,Vallès Oriental,Camí,de Can Gordi,1,08403,2 estrelles,200,100,B55138770,HOTEL ECONOMIQUE CATALUNYA SL,hotel,False,299,,,solo_registre,,,,False,municipio
HB-004259,Ilunion Bel Art,Barcelona,080193,Barcelonès,Carrer,Lepant,406,08025,4 estrelles,165,94,A80546088,ILUNION HOTELS SA,hotel,False,170,41.41016647281284,2.169515153338363,codigo_registro,,,,False,coordenada
HB-004261,Molí de la Torre,Bigues i Riells del Fai del Fai,080235,Vallès Oriental,Carrer,Camí de la Torre,s/n,08415,3 estrelles,26,13,B63247720,BARCONS I HENRY S.L.,hotel,False,573,,,solo_registre,,,,False,municipio
HB-004263,GRAN HOTEL LA FLORIDA,Barcelona,080193,Barcelonès,Carretera,DE VALLVIDRERA AL TIBIDABO,83-93,08035,Gran luxe,140,70,B13886783,SUNSET HOTEL BARCELONA SLU,hotel,False,248,41.42565250707581,2.1212427361500685,codigo_registro,,,,False,coordenada
HB-004264,Hostal Ciudad Condal 2,Barcelona,080193,Barcelonès,Carrer,Mallorca,253,08008,No aplica,11,6,G63562367,"HOSTAL CIUDAD CONDAL, SCP",hotel,False,993,,,solo_registre,,,,False,municipio
HB-004265,La Violeta,Castellterçol,080641,Moianès,Carretera,Barcelona,2,08183,4 estrelles,12,6,B64199169,"LA VIOLETA BARESHOT, SL",hotel,False,627,,,solo_registre,,,,False,municipio
HB-004266,Hostal Badaloni,Badalona,080155,Barcelonès,Carrer,Baldomer Sola,57,08912,No aplica,22,11,B63554901,"HOSTAL BADALONI, SL",hotel,False,591,,,solo_registre,,,,False,municipio
HB-004267,IBIS BARCELONA MOLINS DE REI,Molins de Rei,081234,Baix Llobregat,Avinguda,Caldes,60,08750,2 estrelles,208,104,A08371346,"Essendi Hospitality Spain, S.A.",hotel,False,41,,,solo_registre,,,,False,municipio
HB-004268,BCN-Montjuic Servicios Inmobiliarios,Barcelona,080193,Barcelonès,Carrer,Sant Fructuós,64-74,08004,3 estrelles,114,57,B36009611,ROBECO INVEST SL,hotel,False,285,41.37014880241207,2.14414786098601,codigo_registro,,,,False,coordenada
HB-004269,Calasanz,Molins de Rei,081234,Baix Llobregat,Avinguda,Barcelona,36-38,08750,3 estrelles,36,24,B62369301,"HOTEL CALASANZ, SL",hotel,False,501,,,solo_registre,,,,False,municipio
HB-004270,Atrium Palace,Barcelona,080193,Barcelonès,Carrer,Gran Via Corts Catalanes,656,08010,4 estrelles,134,67,B62754346,Hotel Grava d'Oca SL,hotel,False,530,41.390947459353654,2.1707177028670186,codigo_registro,,,,False,coordenada
HB-004271,HOTEL BARCELONA CATEDRAL,Barcelona,080193,Barcelonès,Carrer,dels Sagristans,2,08002,4 estrelles superior,160,80,B58589425,Hotel Barcelona Catedral,hotel,False,339,41.38481520145631,2.1750576014458023,codigo_registro,,,,False,coordenada
HB-004272,SERCOTEL SANT BOI,Sant Boi de Llobregat,082009,Baix Llobregat,Carrer,de la Mare de Déu de Núria,20,08830,3 estrelles,248,124,B66541319,"SERCOTEL OPERADORA, S.L.U",hotel,False,826,,,solo_registre,,,,False,municipio
HB-004273,SiR Victor Hotel,Barcelona,080193,Barcelonès,Carrer,ROSELLO,265,08008,5 estrelles,182,91,B67144931,"RALEIGH SPAIN, S.L.",hotel,False,887,41.3962267388646,2.160986828869708,codigo_registro,,,,False,coordenada
HB-004278,SUNOTEL JUNIOR,Barcelona,080193,Barcelonès,Avinguda,SARRIA,9,08029,2 estrelles,44,34,B62180187,SUNOTEL BCN SL,hotel,False,491,41.389839073738685,2.1473509838197553,codigo_registro,,,,False,coordenada
HB-004280,GRAND HOTEL CENTRAL,Barcelona,080193,Barcelonès,Via,Laietana,30,08003,5 estrelles,272,147,B65256877,GRAND HOTEL CENTRAL,hotel,False,693,41.38494628095664,2.177669150538514,codigo_registro,,,,False,coordenada
HB-004282,BB Hotel Barcelona Mollet,Mollet del Vallès,081249,Vallès Oriental,Avinguda,dels Rabassaires,46,08100,1 estrella,160,80,B84679935,"WEI ALICANTE, S.L.U.",hotel,False,945,,,solo_registre,,,,False,municipio
HB-004283,Ilunion Auditori,Barcelona,080193,Barcelonès,Carrer,Sicilia,166,08013,3 estrelles,216,108,A66283144,"ILUNION HOTELS CATALUNYA, S.A.",hotel,False,165,41.39592129793331,2.18119263000691,codigo_registro,,,,False,coordenada
HB-004284,Masia Mas Trader,Cubelles,080749,Garraf,Carrer,Dalia,26,08880,1 estrella,23,12,B81179574,"LEZACA, SL",hotel,False,939,,,solo_registre,,,,False,municipio
HB-004285,GRACIA GARDEN,Barcelona,080193,Barcelonès,Carrer,Gran de Gràcia,14,08012,No aplica,24,12,B66619081,Daniela 2011 Gestión Hotelera SLU,hotel,False,835,,,solo_registre,,,,False,municipio
HB-004286,HOTEL VINCCI MARÍTIMO,Barcelona,080193,Barcelonès,Carrer,de Llull,340,08019,4 estrelles,288,144,A82919945,VINCCI HOTELES SA,hotel,False,172,41.4081108740704,2.212527298257556,codigo_registro,,,,False,coordenada
HB-004287,NH COLLECTION CONSTANZA,Barcelona,080193,Barcelonès,Carrer,DEU I MATA,69-99,08029,4 estrelles,618,308,A58511882,NH HOTELES ESPAÑA S.A.,hotel,False,124,41.388934202612596,2.136308559177166,codigo_registro,,,,False,coordenada
HB-004288,Barcelona City North,Barcelona,080193,Barcelonès,Carrer,Saragossa,95-97,08006,No aplica,18,9,B64202690,"FRANQUESA MALAGUTI, SL",hotel,False,630,,,solo_registre,,,,False,municipio
HB-004289,AC Gavà Mar,Gavà,080898,Baix Llobregat,Carrer,Tellinaires,33-35,08850,4 estrelles,138,69,B82945445,"AC HOTEL GAVA, S.L.",hotel,False,940,,,solo_registre,,,,False,municipio
HB-004290,Actual,Barcelona,080193,Barcelonès,Carrer,Rosselló,238,08008,3 estrelles,70,35,A58973587,ADEY SA,hotel,False,136,41.39604936987211,2.161124615504911,codigo_registro,,,,False,coordenada
HB-004291,Mas de Baix,Cabrils,080305,Maresme,Passeig,Tolrà,1,08348,4 estrelles,17,9,B63793913,MAS DE BAIX CABRILS SL,hotel,False,608,,,solo_registre,,,,False,municipio
HB-004292,Hostal Agua Alegre,Barcelona,080193,Barcelonès,Carrer,Roger de Lluria,47,08009,No aplica,13,7,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-004293,L'Hostalet de la Merceria,Figaró-Montmany,081347,Vallès Oriental,Carrer,Major,49,08590,2 estrelles,5,3,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-004295,HOTEL SB BCN EVENTS,Castelldefels,080569,Baix Llobregat,Ronda,de Can Rabadà,22,08860,4 estrelles superior,736,323,B43067172,"SB HOTELS SPAIN\\, S.L.",hotel,False,290,,,solo_registre,,,,False,municipio
HB-004296,Barcelona Center,Barcelona,080193,Barcelonès,Carrer,Balmes,103-105,08008,4 estrelles,262,132,B19629443,"HOTEL NOGA BARCELONA, S.L.U.",hotel,False,271,41.39174920826254,2.1592763481264403,codigo_registro,,,,False,coordenada
HB-004297,Barcelona Airport,"Prat de Llobregat, el",081691,Baix Llobregat,Polígon,Mas Blau I- Pl.Volateria,3,08820,4 estrelles,501,259,B62365820,"JORSU CATALANA, SL",hotel,False,500,,,solo_registre,,,,False,municipio
HB-004298,SUNOTEL ASTON,Barcelona,080193,Barcelonès,Carrer,de París,101 - 107,08029,3 estrelles,137,80,B62180187,SUNOTEL BCN SL,hotel,False,491,41.3894153824004,2.1474311194472757,codigo_registro,,,,False,coordenada
HB-004300,Eurostars Anglí,Barcelona,080193,Barcelonès,Carrer,Anglí,60,08017,4 estrelles,96,48,B63906911,"EUROSTARS BONANOVA,S.L.U.",hotel,False,613,41.4031284407866,2.1231335759874757,codigo_registro,,,,False,coordenada
HB-004301,Holiday In Express Granollers,Granollers,080961,Vallès Oriental,Camí,Can Gordi,15,08403,3 estrelles,200,100,B62345616,CONTINENTAL HOTELS HISPANIA S.L.,hotel,False,498,,,solo_registre,,,,False,municipio
HB-004302,Barcelona Princess,Barcelona,080193,Barcelonès,Avinguda,Diagonal,1,08019,4 estrelles,728,364,B61809307,"BARCELONA RESORT, S.L.",hotel,False,458,41.4110045090144,2.218573600631514,codigo_registro,,,,False,coordenada
HB-004303,Serhs del Port,Barcelona,080193,Barcelonès,Avinguda,Paral.lel,40,08001,3 estrelles,77,48,A08477713,"HOTEL COLIBRI, S.A.",hotel,False,49,41.37502470594311,2.172491156193394,codigo_registro,,,,False,coordenada
HB-004304,AC Irla,Barcelona,080193,Barcelonès,Carrer,Calvet,40-42,08021,3 estrelles,63,36,A58431693,"SANT GERVASI INMOBILIARIA, SA",hotel,False,115,41.394843835098754,2.1434923809957,codigo_registro,,,,False,coordenada
HB-004305,Madanis,"Hospitalet de Llobregat, l'",081017,Barcelonès,Carrer,Onze de Setembre,1,08903,4 estrelles,60,30,B62461256,"COLLBLANC SEGLE XXI, S.L.",hotel,False,510,,,solo_registre,,,,False,municipio
HB-004307,Hostal HMB,Barcelona,080193,Barcelonès,Carrer,Francisco Giner,5,08012,No aplica,40,28,B64160005,"HOSTEL MANAGEMENT BERNABE 2005, SL",hotel,False,625,,,solo_registre,,,,False,municipio
HB-004308,Petit Palace Museum,Barcelona,080193,Barcelonès,Carrer,Diputació,250,08007,4 estrelles,122,61,A82756610,"HIGH TECH HOTELS & RESORTS, S.A.",hotel,False,171,41.38892315462137,2.1652548921021864,codigo_registro,,,,False,coordenada
HB-004309,Petit Palace BCN,Barcelona,080193,Barcelonès,Carrer,Roger de Llúria,21,08010,4 estrelles,67,37,A82756610,"HIGH TECH HOTELS & RESORTS, S.A.",hotel,False,171,41.391037505589516,2.1714827736630458,codigo_registro,,,,False,coordenada
HB-004310,Petit Palace Opera Garden,Barcelona,080193,Barcelonès,Carrer,Boqueria,10,08002,4 estrelles,189,103,A82756610,"HIGH TECH HOTELS & RESORTS, S.A.",hotel,False,171,41.381421796071585,2.1739577408033917,codigo_registro,,,,False,coordenada
HB-004311,TRAVELODGE BARCELONA CORNELLÁ FIRA,Cornellà de Llobregat,080734,Baix Llobregat,Avinguda,MARESME,7,08940,3 estrelles,276,138,B83028456,TRAVELODGE HOTELES ESPAÑA SL,hotel,False,942,,,solo_registre,,,,False,municipio
HB-004312,BCN Port,Barcelona,080193,Barcelonès,Avinguda,Paral.lel,15,08004,No aplica,56,32,B63534218,"HOSTAL DRASSANES, SL",hotel,False,590,,,solo_registre,,,,False,municipio
HB-004313,Ilunion Barcelona,Barcelona,080193,Barcelonès,Carrer,Ramon Turró,196-198,08005,4 estrelles,448,224,A66283144,"ILUNION HOTELS CATALUNYA, S.A.",hotel,False,165,41.39879429127325,2.202607059469988,codigo_registro,,,,False,coordenada
HB-004314,HOTEL INDIGO BARCELONA PLAZA ESPAÑA,Barcelona,080193,Barcelonès,Gran Via,de les Corts Catalanes,322,08004,4 estrelles,360,189,B56488554,FST BARCELONA NEWCO SL,hotel,False,309,41.3733165097944,2.1472832541315308,codigo_registro,,,,False,coordenada
HB-004316,Suitesbarcelona,Barcelona,080193,Barcelonès,Rambla,Catalunya,103,08008,No aplica,14,7,B63509335,"NEGOCIOS INMOBILIARIOS LAND, SL",hotel,False,589,,,solo_registre,,,,False,municipio
HB-004317,Romaní,Caldes d'Estrac,080327,Maresme,Carrer,"Sant Josep, 17-Santa Teresa",1,08393,No aplica,7,4,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-004318,Sofitel Skipper Barcelona,Barcelona,080193,Barcelonès,Avinguda,Litoral,10,08005,5 estrelles,482,241,B85616357,"MARKDALE, S.L.",hotel,False,948,41.38605535022618,2.1947558032935275,codigo_registro,,,,False,coordenada
HB-004319,B-hotel,Barcelona,080193,Barcelonès,Carrer,Gran Via Corts Catalanes,389-391,08015,3 estrelles,168,84,B08236127,"Josel, SLU",hotel,False,205,41.37653339269045,2.1505627650478845,codigo_registro,,,,False,coordenada
HB-004320,Fonda Neus 2,Sant Sadurní d'Anoia,082401,Alt Penedès,Carrer,Pelegrí Torelló,1,08770,1 estrella,18,10,,,hotel,True,,,,solo_registre,,,,False,municipio
HB-004321,Abac restaurant  hotel,Barcelona,080193,Barcelonès,Avinguda,Tibidabo,1,08022,Gran luxe,30,15,B58082108,HORECA SL,hotel,False,319,41.410687165714535,2.136538939015184,codigo_registro,,,,False,coordenada
HB-004322,Ibis Budget Barcelona Aeropuerto Viladecans,Viladecans,083015,Baix Llobregat,Carretera,Barcelona,82,08840,No aplica,198,99,A08371346,"Essendi Hospitality Spain, S.A.",hotel,False,41,,,solo_registre,,,,False,municipio
HB-004323,IBIS BARCELONA AEROPUERTO VILADECANS,Viladecans,083015,Baix Llobregat,Carretera,de Barcelona,84,08840,1 estrella,204,102,A08371346,ESSENDI HOSPITALITY SPAIN SA,hotel,False,41,,,solo_registre,,,,False,municipio
HB-004324,Cal Batlle,Sant Celoni,082021,Vallès Oriental,Carretera,Sant Martí de Montnegre,s/n,08470,4 estrelles,22,12,B64931850,"TWIN INVERSIONES 2008, SL",hotel,False,665,,,solo_registre,,,,False,municipio
HB-004325,Holiday Inn Express Barcelona City 22@,Barcelona,080193,Barcelonès,Carrer,Pallars,203,08005,3 estrelles,372,186,B62345616,CONTINENTAL HOTELS HISPANIA S.L.,hotel,False,498,41.40158259154649,2.1979046757940526,codigo_registro,,,,False,coordenada
HB-004326,Mariano Cubí,Barcelona,080193,Barcelonès,Carrer,Marià Cubí,62-64,08006,4 estrelles,134,67,B62073234,"APARTHOTEL MARIANO CUBI, SL",hotel,False,481,41.398196625069225,2.149429914329515,codigo_registro,,,,False,coordenada
HB-004327,Axel,Barcelona,080193,Barcelonès,Carrer,Aribau,33,08011,4 estrelles,195,105,B62895867,"HOTEL AXEL, S.L.U.",hotel,False,539,41.387490427552414,2.1603936374778963,codigo_registro,,,,False,coordenada
HB-004328,H10 Montcada,Barcelona,080193,Barcelonès,Via,Laietana,24,08003,3 estrelles,95,79,B61914883,"APOLO, S.L.",hotel,False,470,41.38435696745752,2.1784505942478236,codigo_registro,,,,False,coordenada
HB-004329,Villa Emilia,Barcelona,080193,Barcelonès,Carrer,Calabria,115-117,08015,4 estrelles,106,53,B63442206,HOTEL VILLA EMILIA S.L.,hotel,False,580,41.38028439778812,2.154115367780378,codigo_registro,,,,False,coordenada
HB-004330,Hesperia Fira Suites,"Hospitalet de Llobregat, l'",081017,Barcelonès,Carrer,Mare de Deu de Bellvitge,3,08907,5 estrelles,104,52,B08798837,"DESJUST,S.L.",hotel,False,221,,,solo_registre,,,,False,municipio
HB-004333,ONIX LICEO,Barcelona,080193,Barcelonès,Carrer,Nou de la Rambla,36,08001,3 estrelles,83,45,A08504631,YCIESA CORNELLA SA,hotel,False,50,41.378059246159346,2.17308711223,codigo_registro,,,,False,coordenada
HB-004335,AC Sants,Barcelona,080193,Barcelonès,Passeig,Sant Antoni,36-40,08014,4 estrelles,140,78,B58298035,MAS VILANOVA SL,hotel,False,326,41.377530266461655,2.138753603551999,codigo_registro,,,,False,coordenada
HB-004337,Barceló Raval,Barcelona,080193,Barcelonès,Rambla,Raval,17-21,08001,4 estrelles superior,372,186,B57311433,"BARCELÓ RAVAL, S.L.",hotel,False,314,41.378995850230304,2.1694615473557786,codigo_registro,,,,False,coordenada
HB-004338,Rondas Lesseps,Barcelona,080193,Barcelonès,Carrer,Ballester,77-81,08023,4 estrelles,112,59,B59809145,TORRESTA SL,hotel,False,370,41.408747045341556,2.1478692995945443,codigo_registro,,,,False,coordenada
HB-004339,Eurostars Ramblas Boqueria,Barcelona,080193,Barcelonès,Carrer,Rambla,91-93,08002,3 estrelles,54,30,B65132144,"HOTEL RAMBLAS BOQUERIA, S.L.",hotel,False,686,41.3821801293001,2.1721576087440453,codigo_registro,,,,False,coordenada
HB-004340,Attica21 Barcelona Mar,Barcelona,080193,Barcelonès,Carrer,Provençals,10,08019,4 estrelles,150,75,B70201553,"ATTICA21 HOTELES, SL",hotel,False,922,41.4054241634595,2.212212839257979,codigo_registro,,,,False,coordenada
HB-004343,QGAT Vallès,Sant Cugat del Vallès,082055,Vallès Occidental,Via,Augusta-La Guinardera,51,08174,4 estrelles,98,33,B08945602,"MARCOVE INDUSTRIAL, S.L.",hotel,False,232,,,solo_registre,,,,False,municipio
HB-004344,Hostal Central,Barcelona,080193,Barcelonès,Ronda,Universitat,11,08011,No aplica,12,8,B62487863,"HOSTAL CENTRAL BARCELONA, SL",hotel,False,513,,,solo_registre,,,,False,municipio
HB-004345,Pestana Arena Barcelona,Barcelona,080193,Barcelonès,Carrer,Consell de Cent,51-53,08014,4 estrelles,168,84,A83992404,"DESARROLLOS HOTELEROS BARCELONA 2004, SA",hotel,False,174,41.376795061952784,2.146045971839959,codigo_registro,,,,False,coordenada
HB-004346,Catalonia Rigoletto,Barcelona,080193,Barcelonès,Carrer,Sabino de Arana,22-24,08028,4 estrelles,127,65,B58875048,SABEL DE SERVICIO SLU,hotel,False,348,41.38559578892902,2.1252974604201382,codigo_registro,,,,False,coordenada
HB-004348,Sunotel Central,Barcelona,080193,Barcelonès,Carrer,Gran Via Corts Catalanes,570-572,08002,4 estrelles,119,80,B62180187,SUNOTEL BCN SL,hotel,False,491,41.38420406769885,2.16174738288558,codigo_registro,,,,False,coordenada
HB-004349,1898,Barcelona,080193,Barcelonès,Carrer,La Rambla,109,08002,4 estrelles superior,329,169,B08236127,"Josel, SLU",hotel,False,205,41.38351958772667,2.1712028468782907,codigo_registro,,,,False,coordenada
HB-004350,HOTEL NOBU BARCELONA,Barcelona,080193,Barcelonès,Avinguda,DE ROMA,2-4,08014,Gran luxe,518,259,B01756139,"Suniva Investments, SL",hotel,False,179,41.37973333279287,2.1423819685594436,codigo_registro,,,,False,coordenada
HB-004352,Eurostars Lex,"Hospitalet de Llobregat, l'",081017,Barcelonès,Carrer,Buenos Aires,49-51,08902,4 estrelles,92,46,B65132128,"EXPLOTADORA CIUDAD JUDICIAL, S.L.",hotel,False,685,,,solo_registre,,,,False,municipio
