id,name,host_id,host_name,calculated_host_listings_count,neighbourhood_group,neighbourhood,latitude,longitude,room_type,property_type,accommodates,bedrooms,beds,minimum_nights,precio_anuncio,precio_por_plaza,availability_365,number_of_reviews,number_of_reviews_ltm,last_review,review_scores_rating,license,price,licencia_regional,categoria_licencia,licencia_norm,prefijo,consta_en_registro,estado_licencia,motivo_estado,last_review_dt,motivo_exclusion
27400786,S9-Deluxe flat near Sagrada Familia with Terrace,1093718.0,Alexey,14.0,Eixample,la Sagrada Família,41.40115,2.17652,Entire home/apt,Entire rental unit,6.0,3.0,3.0,2.0,88.09,14.68,225,13,1,2025-08-31,4.85,Spain - National registration number<br />ESFCNT00000807300010172700000000000000000000000000005<br /><br />Barcelona - Regional registration number<br />HUTB-006895,88.09,HUTB-006895,Apartamento turístico (HUTB / TU),HUTB-006895,HUTB,True,con_licencia,consta en el registro oficial,2025-08-31,sin_actividad_desde_09_2025
27810152,Cosy room located in Example´s golden square,169659048.0,Igor,2.0,Eixample,l'Antiga Esquerra de l'Eixample,41.38521,2.1594,Private room,Private room in rental unit,2.0,,,3.0,,,0,157,0,2024-07-01,4.94,Spain - National registration number<br />ESFCTU00000805600028729500000000000000000HUTB-0097424<br /><br />Barcelona - Regional registration number<br />HUTB-009742,,HUTB-009742,Apartamento turístico (HUTB / TU),HUTB-009742,HUTB,True,con_licencia,consta en el registro oficial,2024-07-01,sin_actividad_desde_09_2025
28325817,Durlet Beach Cosy 2 bedrooms apartment,29493595.0,Durlet Apartments,5.0,Sant Martí,el Poblenou,41.39817,2.2066,Entire home/apt,Entire serviced apartment,5.0,2.0,2.0,2.0,396.5,79.3,122,29,0,2022-12-05,4.72,Spain - National registration number<br />ESFCTU00000807200078228800000000000000000HUTB-0778736<br /><br />Barcelona - Regional registration number<br />HUTB-077873,396.5,HUTB-077873,Apartamento turístico (HUTB / TU),HUTB-077873,HUTB,True,con_licencia,consta en el registro oficial,2022-12-05,sin_actividad_desde_09_2025
28923740,"Cozy small Attic, big terrace, near Gràcia area",2750390.0,Cristina,2.0,Sarrià-Sant Gervasi,el Putxet i el Farró,41.40386,2.14766,Entire home/apt,Entire condo,4.0,1.0,2.0,3.0,207.33,51.83,214,69,0,2020-07-13,4.55,Barcelona - Regional registration number<br />HUTB-001455,207.33,HUTB-001455,Apartamento turístico (HUTB / TU),HUTB-001455,HUTB,True,con_licencia,consta en el registro oficial,2020-07-13,sin_actividad_desde_09_2025
29119662,Olimpica Pool Terrace,2819397.0,"Ale, Maria And Arthur Barcelonaforrent",16.0,Sant Martí,la Vila Olímpica del Poblenou,41.39297,2.19411,Entire home/apt,Entire rental unit,6.0,3.0,6.0,28.0,444.7,74.12,233,4,0,2022-06-06,5.0,Barcelona - Regional registration number<br />HUTB-013409<br /><br />Spain - National registration number<br />ESFCTU00000807200063872100000000000000000HUTB-0134091,444.7,HUTB-013409,Apartamento turístico (HUTB / TU),HUTB-013409,HUTB,True,con_licencia,consta en el registro oficial,2022-06-06,sin_actividad_desde_09_2025
29256804,Apartamento cerca de la Sagrada Familia,145488772.0,Jesús,2.0,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40726,2.16586,Entire home/apt,Entire rental unit,5.0,3.0,,3.0,,,0,4,0,2019-09-07,3.75,Barcelona - Regional registration number<br />HUTB-002442,,HUTB-002442,Apartamento turístico (HUTB / TU),HUTB-002442,HUTB,True,con_licencia,consta en el registro oficial,2019-09-07,sin_actividad_desde_09_2025
29562795,"Brand new! 3 bedroom ""Acomodis"" flat 2 bathrooms!",1447144.0,Acomodis Apartments,448.0,Eixample,la Sagrada Família,41.40539,2.18186,Entire home/apt,Entire rental unit,5.0,3.0,4.0,1.0,423.0,84.6,324,2,0,2020-03-31,4.5,Barcelona - Regional registration number<br />HUTB-006864,423.0,HUTB-006864,Apartamento turístico (HUTB / TU),HUTB-006864,HUTB,True,con_licencia,consta en el registro oficial,2020-03-31,sin_actividad_desde_09_2025
30150814,PASSEIG GRACIA SUN BALCONY 2 BEDROOMS we care about your safety,225905456.0,Batlle,1.0,Eixample,la Dreta de l'Eixample,41.39455,2.16023,Entire home/apt,Entire rental unit,5.0,2.0,4.0,2.0,359.0,71.8,99,35,0,2025-04-03,4.86,Barcelona - Regional registration number<br />HUTB-002828<br /><br />Spain - National registration number<br />ESFCTU00000805600070252100000000000000000HUTB-0028286,359.0,HUTB-002828,Apartamento turístico (HUTB / TU),HUTB-002828,HUTB,True,con_licencia,consta en el registro oficial,2025-04-03,sin_actividad_desde_09_2025
30247780,Piso 10 meridiana,21726991.0,Silvia De Lourdes,359.0,Nou Barris,Vilapicina i la Torre Llobeta,41.428371,2.184001,Entire home/apt,Entire rental unit,4.0,2.0,2.0,3.0,251.17,62.79,348,20,0,2025-05-04,4.15,Barcelona - Regional registration number<br />HUTB-012457<br /><br />Spain - National registration number<br />ESFCTU00000812000014847100000000000000000HUTB-0124575,251.17,HUTB-012457,Apartamento turístico (HUTB / TU),HUTB-012457,HUTB,True,con_licencia,consta en el registro oficial,2025-05-04,sin_actividad_desde_09_2025
30586527,Tu hogar en Barcelona,7906740.0,Angeles,5.0,Sants-Montjuïc,la Bordeta,41.37095,2.13378,Entire home/apt,Entire rental unit,2.0,1.0,,2.0,,,0,1,0,2021-07-11,5.0,Spain - National registration number<br />ESFCTU00000806500047587800000000000000HUTB-012687-559<br /><br />Barcelona - Regional registration number<br />HUTB-012687,,HUTB-012687,Apartamento turístico (HUTB / TU),HUTB-012687,HUTB,True,con_licencia,consta en el registro oficial,2021-07-11,sin_actividad_desde_09_2025
30832921,Acogedor loft en Barcelona,7906740.0,Angeles,5.0,Sants-Montjuïc,Sants,41.37113,2.1344,Entire home/apt,Entire rental unit,2.0,1.0,,2.0,,,0,1,0,2021-07-11,5.0,Spain - National registration number<br />ESFCTU00000806500047588500000000000000HUTB-012688-891<br /><br />Barcelona - Regional registration number<br />HUTB-012688,,HUTB-012688,Apartamento turístico (HUTB / TU),HUTB-012688,HUTB,True,con_licencia,consta en el registro oficial,2021-07-11,sin_actividad_desde_09_2025
31818050,Flateli. Navas 4-1,10547296.0,Flateli,45.0,Sant Andreu,el Congrés i els Indians,41.41997,2.18106,Entire home/apt,Entire rental unit,3.0,2.0,2.0,1.0,206.0,68.67,266,27,0,2025-05-06,4.22,Barcelona - Regional registration number<br />HUTB-073532<br /><br />Spain - National registration number<br />ESFCTU000008058000633621000000000000000000HUTB0735327,206.0,HUTB-073532,Apartamento turístico (HUTB / TU),HUTB-073532,HUTB,True,con_licencia,consta en el registro oficial,2025-05-06,sin_actividad_desde_09_2025
33698168,"bonito piso, luz 4 pers. junto metro, bus, tren",9922976.0,Isa  Y Juan,2.0,Sant Andreu,Sant Andreu,41.43026,2.18408,Entire home/apt,Entire rental unit,4.0,3.0,4.0,3.0,193.24,48.31,53,49,4,2025-08-25,4.37,Barcelona - Regional registration number<br />HUTB-007394<br /><br />Spain - National registration number<br />ESFCTU00000811400098623200000000000000000000000000004,193.24,HUTB-007394,Apartamento turístico (HUTB / TU),HUTB-007394,HUTB,True,con_licencia,consta en el registro oficial,2025-08-25,sin_actividad_desde_09_2025
34222206,Chic Apartments Barcelona,10582280.0,Chic Apartments Barcelona,4.0,Eixample,la Dreta de l'Eixample,41.39942,2.17379,Entire home/apt,Entire rental unit,4.0,2.0,2.0,1.0,221.0,55.25,210,17,0,2024-09-08,4.76,Barcelona - Regional registration number<br />HUTB-008086,221.0,HUTB-008086,Apartamento turístico (HUTB / TU),HUTB-008086,HUTB,True,con_licencia,consta en el registro oficial,2024-09-08,sin_actividad_desde_09_2025
34276094,Superior with Breakfast By Gaudi EnjoyBCN Apts,258720354.0,Gaudi,4.0,Eixample,la Sagrada Família,41.40541,2.17468,Entire home/apt,Entire serviced apartment,4.0,2.0,4.0,1.0,416.0,104.0,197,3,0,2023-03-26,4.67,Barcelona - Regional registration number<br />HUTB-000315<br /><br />Spain - National registration number<br />ESFCTU000008073000438946000000000000000000HUTB0003150,416.0,HUTB-000315,Apartamento turístico (HUTB / TU),HUTB-000315,HUTB,True,con_licencia,consta en el registro oficial,2023-03-26,sin_actividad_desde_09_2025
34302718,Superior views and Breakfast by Gaudi Enjoy BCN,258720354.0,Gaudi,4.0,Eixample,la Sagrada Família,41.40942,2.17262,Entire home/apt,Entire serviced apartment,6.0,2.0,4.0,1.0,443.0,73.83,195,1,0,2023-06-06,5.0,Barcelona - Regional registration number<br />HUTB-004639<br /><br />Spain - National registration number<br />ESFCTU000008073000438946000000000000000000HUTB0046393,443.0,HUTB-004639,Apartamento turístico (HUTB / TU),HUTB-004639,HUTB,True,con_licencia,consta en el registro oficial,2023-06-06,sin_actividad_desde_09_2025
34304002,Apart. Deluxe with breakfast by Dalí EnjoyBCN Apts,258164953.0,Dali,3.0,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38386,2.1796,Entire home/apt,Entire serviced apartment,7.0,4.0,7.0,1.0,579.0,82.71,181,3,0,2022-08-01,4.0,Barcelona - Regional registration number<br />HUTB-040324<br /><br />Spain - National registration number<br />ESFCTU00000811900017579200000000000000HUTB-040322-789,579.0,HUTB-040324,Apartamento turístico (HUTB / TU),HUTB-040324,HUTB,True,con_licencia,consta en el registro oficial,2022-08-01,sin_actividad_desde_09_2025
34304976,Apt Superior with breakfast by Colon EnjoyBCN Apts,258723902.0,Colon,4.0,Ciutat Vella,el Barri Gòtic,41.37775,2.17867,Entire home/apt,Entire serviced apartment,7.0,3.0,7.0,1.0,668.0,95.43,190,5,0,2025-06-15,4.8,Barcelona - Regional registration number<br />HUTB-003079<br /><br />Spain - National registration number<br />ESFCTU00000811900005796800000000000000000HUTB-0030799,668.0,HUTB-003079,Apartamento turístico (HUTB / TU),HUTB-003079,HUTB,True,con_licencia,consta en el registro oficial,2025-06-15,sin_actividad_desde_09_2025
34305408,Apt Deluxe with breakfast  by Colon EnjoyBCN Apts,258723902.0,Colon,4.0,Ciutat Vella,el Barri Gòtic,41.37775,2.17867,Entire home/apt,Entire serviced apartment,7.0,3.0,6.0,1.0,583.0,83.29,179,3,0,2024-05-04,3.33,Barcelona - Regional registration number<br />HUTB-003079<br /><br />Spain - National registration number<br />ESFCTU00000811900005796800000000000000000HUTB-0030799,583.0,HUTB-003079,Apartamento turístico (HUTB / TU),HUTB-003079,HUTB,True,con_licencia,consta en el registro oficial,2024-05-04,sin_actividad_desde_09_2025
34358181,Apt Deluxe con desayuno By Miro EnjoyBCN Apts,39328627.0,Enjoybcn,5.0,Eixample,Sant Antoni,41.38446,2.16231,Entire home/apt,Entire serviced apartment,10.0,5.0,8.0,1.0,925.0,92.5,186,13,5,2025-08-29,4.85,Barcelona - Regional registration number<br />HUTB-009929<br /><br />Spain - National registration number<br />ESFCTU00000805600031209600000000000000000HUTB-0099297,925.0,HUTB-009929,Apartamento turístico (HUTB / TU),HUTB-009929,HUTB,True,con_licencia,consta en el registro oficial,2025-08-29,sin_actividad_desde_09_2025
34494181,Comfortable Patio,16163954.0,Weflating,6.0,Eixample,Sant Antoni,41.37811,2.1623,Entire home/apt,Entire rental unit,4.0,2.0,3.0,1.0,230.0,57.5,99,28,1,2025-07-01,4.82,Spain - National registration number<br />ESFCTU00000806900043401900000000000000HUTB-010113-681<br /><br />Barcelona - Regional registration number<br />HUTB-010113,230.0,HUTB-010113,Apartamento turístico (HUTB / TU),HUTB-010113,HUTB,True,con_licencia,consta en el registro oficial,2025-07-01,sin_actividad_desde_09_2025
34564384,Oasis penthouse in Sant Antoni Market,16163954.0,Weflating,6.0,Eixample,Sant Antoni,41.37621,2.16332,Entire home/apt,Entire rental unit,4.0,1.0,2.0,1.0,177.0,44.25,96,54,0,2024-06-17,4.69,Spain - National registration number<br />ESFCTU00000806900043411800000000000000HUTB-010114-635<br /><br />Barcelona - Regional registration number<br />HUTB-010114,177.0,HUTB-010114,Apartamento turístico (HUTB / TU),HUTB-010114,HUTB,True,con_licencia,consta en el registro oficial,2024-06-17,sin_actividad_desde_09_2025
34708362,ch2x4a Large GroupFlat Ramblas - Fira Barcelona,1447144.0,Acomodis Apartments,448.0,Sants-Montjuïc,el Poble Sec,41.37449,2.1699,Entire home/apt,Entire rental unit,16.0,8.0,16.0,1.0,913.0,57.06,205,7,0,2024-03-18,4.57,Barcelona - Regional registration number<br />HUTB-002592,913.0,HUTB-002592,Apartamento turístico (HUTB / TU),HUTB-002592,HUTB,True,con_licencia,consta en el registro oficial,2024-03-18,sin_actividad_desde_09_2025
34875477,Beautiful apartment next to la Rambla,21537915.0,Helena,1.0,Ciutat Vella,el Raval,41.3772,2.17392,Entire home/apt,Entire rental unit,4.0,2.0,,6.0,,,0,8,0,2019-09-21,4.75,Barcelona - Regional registration number<br />HUTB-000696,,HUTB-000696,Apartamento turístico (HUTB / TU),HUTB-000696,HUTB,True,con_licencia,consta en el registro oficial,2019-09-21,sin_actividad_desde_09_2025
35138586,Durlet Beach 100m from the beach 1 bedroom flat,264648962.0,Durlet Apartments,2.0,Sant Martí,el Poblenou,41.39798,2.20621,Entire home/apt,Entire rental unit,3.0,1.0,1.0,2.0,312.0,104.0,173,2,0,2020-02-21,5.0,Spain - National registration number<br />ESFCTU00000807200078222600000000000000000HUTB-0778707<br /><br />Barcelona - Regional registration number<br />HUTB-077870,312.0,HUTB-077870,Apartamento turístico (HUTB / TU),HUTB-077870,HUTB,True,con_licencia,consta en el registro oficial,2020-02-21,sin_actividad_desde_09_2025
35144410,Durlet Beach superior two bedrooms apartment,264684655.0,Durlet Apartments,3.0,Sant Martí,el Poblenou,41.39945,2.20644,Entire home/apt,Entire rental unit,5.0,2.0,2.0,2.0,456.0,91.2,149,1,0,2025-03-04,5.0,Spain - National registration number<br />ESFCTU00000807200078179300000000000000HUTB-077879-933<br /><br />Barcelona - Regional registration number<br />HUTB-077879,456.0,HUTB-077879,Apartamento turístico (HUTB / TU),HUTB-077879,HUTB,True,con_licencia,consta en el registro oficial,2025-03-04,sin_actividad_desde_09_2025
35153558,Durlet Beach Amazing 1 bedroom apartment,264750238.0,Durlet Apartments,2.0,Sant Martí,el Poblenou,41.39799,2.20657,Entire home/apt,Entire rental unit,3.0,1.0,2.0,2.0,315.5,105.17,173,4,0,2025-05-26,5.0,Spain - National registration number<br />ESFCTU00000807200078227100000000000000000HUTB-0778721<br /><br />Barcelona - Regional registration number<br />HUTB-077872,315.5,HUTB-077872,Apartamento turístico (HUTB / TU),HUTB-077872,HUTB,True,con_licencia,consta en el registro oficial,2025-05-26,sin_actividad_desde_09_2025
36022888,Central Barcelona: Nice Apartment for 6 people!,1447144.0,Acomodis Apartments,448.0,Ciutat Vella,el Barri Gòtic,41.3829,2.17948,Entire home/apt,Entire rental unit,6.0,3.0,5.0,2.0,394.0,65.67,365,3,0,2025-02-16,5.0,Spain - National registration number<br />ESFCTU00000811900017260900000000000000000000018643507<br /><br />Barcelona - Regional registration number<br />HUTB-003804,394.0,HUTB-003804,Apartamento turístico (HUTB / TU),HUTB-003804,HUTB,True,con_licencia,consta en el registro oficial,2025-02-16,sin_actividad_desde_09_2025
36032969,Nice Apartment for 5ppl close to Chocolate Museum!,1447144.0,Acomodis Apartments,448.0,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38264,2.18051,Entire home/apt,Entire rental unit,5.0,3.0,4.0,2.0,319.53,63.91,364,2,0,2023-07-08,5.0,Spain - National registration number<br />ESFCTU00000811900017245600000000000000000000018627101<br /><br />Barcelona - Regional registration number<br />HUTB-003806,319.53,HUTB-003806,Apartamento turístico (HUTB / TU),HUTB-003806,HUTB,True,con_licencia,consta en el registro oficial,2023-07-08,sin_actividad_desde_09_2025
36060049,"pb3 NICE BARCELONA NICE ""ACOMODIS"" FLAT TERRACE",1447144.0,Acomodis Apartments,448.0,Eixample,la Nova Esquerra de l'Eixample,41.38752,2.15047,Entire home/apt,Entire rental unit,2.0,1.0,2.0,30.0,88.49,44.24,364,1,0,2019-08-27,4.0,Barcelona - Regional registration number<br />HUTB-000166,88.49,HUTB-000166,Apartamento turístico (HUTB / TU),HUTB-000166,HUTB,True,con_licencia,consta en el registro oficial,2019-08-27,sin_actividad_desde_09_2025
36332207,Claret3 three bedrooms Apartment,265137184.0,Espais Blaus Apartments,3.0,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40399,2.16377,Private room,Room in aparthotel,7.0,3.0,,31.0,,,0,105,9,2025-08-30,4.81,Barcelona - Regional registration number<br />HUTB004844<br /><br />Spain - National registration number<br />ESFCTU000008057000656777000000000000000000HUTB0048447,,HUTB004844,Apartamento turístico (HUTB / TU),HUTB-004844,HUTB,True,con_licencia,consta en el registro oficial,2025-08-30,sin_actividad_desde_09_2025
36332511,Apartament Studio Gracia,265137184.0,Espais Blaus Apartments,3.0,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40384,2.164,Private room,Room in aparthotel,2.0,1.0,2.0,1.0,271.0,135.5,342,15,0,2024-06-16,4.73,Barcelona - Regional registration number<br />HUTB004488<br /><br />Spain - National registration number<br />ESFCTU000008057000656791000000000000000000HUTB0044889,271.0,HUTB004488,Apartamento turístico (HUTB / TU),HUTB-004488,HUTB,True,con_licencia,consta en el registro oficial,2024-06-16,sin_actividad_desde_09_2025
36413831,Nice Location: Apartment for 5 people in El Born!,1447144.0,Acomodis Apartments,448.0,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38404,2.1811,Entire home/apt,Entire rental unit,5.0,3.0,4.0,2.0,394.0,78.8,312,2,0,2023-07-05,5.0,Barcelona - Regional registration number<br />HUTB-003801<br /><br />Spain - National registration number<br />ESFCTU00000811900017245600000000000000000000018627101,394.0,HUTB-003801,Apartamento turístico (HUTB / TU),HUTB-003801,HUTB,True,con_licencia,consta en el registro oficial,2023-07-05,sin_actividad_desde_09_2025
36823966,Modern 1 Bedroom Apartment in the Gothic,265193861.0,BeBarceloner,125.0,Ciutat Vella,el Barri Gòtic,41.37967,2.18137,Entire home/apt,Entire rental unit,2.0,1.0,1.0,2.0,297.5,148.75,324,4,0,2025-06-12,3.75,Barcelona - Regional registration number<br />HUTB013102<br /><br />Spain - National registration number<br />ESHFTU00000811900017134300200000000000000HUTB-0131022,297.5,HUTB013102,Apartamento turístico (HUTB / TU),HUTB-013102,HUTB,True,con_licencia,consta en el registro oficial,2025-06-12,sin_actividad_desde_09_2025
37901383,Urban studio in Sant Marti,3376710.0,Marianne,12.0,Sant Martí,la Verneda i la Pau,41.4218,2.20288,Entire home/apt,Entire rental unit,5.0,2.0,4.0,3.0,245.67,49.13,187,1,0,2020-02-21,2.0,Barcelona - Regional registration number<br />HUTB-010826,245.67,HUTB-010826,Apartamento turístico (HUTB / TU),HUTB-010826,HUTB,True,con_licencia,consta en el registro oficial,2020-02-21,sin_actividad_desde_09_2025
38082752,Ideal 2 bedroom apartment close to Plaza ESpaña,265193861.0,BeBarceloner,125.0,Sants-Montjuïc,Sants,41.37595,2.13831,Entire home/apt,Entire rental unit,4.0,2.0,,3.0,310.0,77.5,286,2,1,2025-07-06,5.0,Barcelona - Regional registration number<br />HUTB-071386<br /><br />Spain - National registration number<br />ESFCTU00000805600053762800000000000000HUTB-071386-316,310.0,HUTB-071386,Apartamento turístico (HUTB / TU),HUTB-071386,HUTB,True,con_licencia,consta en el registro oficial,2025-07-06,sin_actividad_desde_09_2025
38663884,Large GroupFlat Las Ramblas - Fira de Barcelona!,1447144.0,Acomodis Apartments,448.0,Sants-Montjuïc,el Poble Sec,41.37379,2.16959,Entire home/apt,Entire rental unit,8.0,4.0,8.0,2.0,611.0,76.38,196,5,0,2023-07-30,5.0,Barcelona - Regional registration number<br />HUTB-002598,611.0,HUTB-002598,Apartamento turístico (HUTB / TU),HUTB-002598,HUTB,True,con_licencia,consta en el registro oficial,2023-07-30,sin_actividad_desde_09_2025
39045025,"Great ""Acomodis"" Apartment in El Born 4 people!",1447144.0,Acomodis Apartments,448.0,Ciutat Vella,el Barri Gòtic,41.383,2.179,Entire home/apt,Entire rental unit,4.0,3.0,3.0,2.0,320.0,80.0,312,1,0,2025-05-17,5.0,Spain - National registration number<br />ESFCTU00000811900017259300000000000000000000018650200<br /><br />Barcelona - Regional registration number<br />HUTB-003803,320.0,HUTB-003803,Apartamento turístico (HUTB / TU),HUTB-003803,HUTB,True,con_licencia,consta en el registro oficial,2025-05-17,sin_actividad_desde_09_2025
39095888,"Comfortable apartment, nice Sant Antoni area",3193594.0,Jan,10.0,Eixample,Sant Antoni,41.37737,2.16206,Entire home/apt,Entire rental unit,2.0,2.0,,4.0,,,0,3,0,2025-03-14,4.67,Barcelona - Regional registration number<br />HUTB-004774<br /><br />Spain - National registration number<br />ESFCTU00000806900021566300000000000000000HUTB-0044361,,HUTB-004774,Apartamento turístico (HUTB / TU),HUTB-004774,HUTB,True,con_licencia,consta en el registro oficial,2025-03-14,sin_actividad_desde_09_2025
39576026,"Great ""Acomodis"" Apartment in the Old Town 5ppl!",1447144.0,Acomodis Apartments,448.0,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38379,2.18105,Entire home/apt,Entire rental unit,5.0,3.0,4.0,2.0,320.0,64.0,362,2,0,2024-07-28,5.0,Spain - National registration number<br />ESFCTU00000811900017253100000000000000000000018648704<br /><br />Barcelona - Regional registration number<br />HUTB-003798,320.0,HUTB-003798,Apartamento turístico (HUTB / TU),HUTB-003798,HUTB,True,con_licencia,consta en el registro oficial,2024-07-28,sin_actividad_desde_09_2025
39791562,chs4x2b Large GroupFlat Ramblas-Fira Barcelona,1447144.0,Acomodis Apartments,448.0,Sants-Montjuïc,el Poble Sec,41.37369,2.16765,Entire home/apt,Entire rental unit,16.0,8.0,16.0,2.0,884.5,55.28,205,1,0,2023-03-03,4.0,Barcelona - Regional registration number<br />HUTB-002598,884.5,HUTB-002598,Apartamento turístico (HUTB / TU),HUTB-002598,HUTB,True,con_licencia,consta en el registro oficial,2023-03-03,sin_actividad_desde_09_2025
40103238,Group Flat 4 nice Apartments in El Born Old Town,1447144.0,Acomodis Apartments,448.0,Ciutat Vella,el Barri Gòtic,41.38252,2.18046,Entire home/apt,Entire rental unit,16.0,12.0,16.0,1.0,1735.0,108.44,320,1,0,2024-08-18,5.0,Barcelona - Regional registration number<br />HUTB-003801<br /><br />Spain - National registration number<br />ESFCTU00000811900017245600000000000000000000018627101,1735.0,HUTB-003801,Apartamento turístico (HUTB / TU),HUTB-003801,HUTB,True,con_licencia,consta en el registro oficial,2024-08-18,sin_actividad_desde_09_2025
40133487,ch2x3a Large GroupFlat Las Ramblas-Fira Barcelona,1447144.0,Acomodis Apartments,448.0,Sants-Montjuïc,el Poble Sec,41.37373,2.16965,Entire home/apt,Entire rental unit,12.0,6.0,12.0,1.0,959.0,79.92,205,11,0,2024-07-01,4.45,Barcelona - Regional registration number<br />HUTB-002592,959.0,HUTB-002592,Apartamento turístico (HUTB / TU),HUTB-002592,HUTB,True,con_licencia,consta en el registro oficial,2024-07-01,sin_actividad_desde_09_2025
40199387,Cute Apartment for 4 people right in El Born!,1447144.0,Acomodis Apartments,448.0,Ciutat Vella,el Barri Gòtic,41.38276,2.17998,Entire home/apt,Entire rental unit,4.0,3.0,4.0,1.0,354.0,88.5,303,3,1,2025-07-27,4.33,Spain - National registration number<br />ESFCTU00000811900017250000000000000000000000018646102<br /><br />Barcelona - Regional registration number<br />HUTB-003810,354.0,HUTB-003810,Apartamento turístico (HUTB / TU),HUTB-003810,HUTB,True,con_licencia,consta en el registro oficial,2025-07-27,sin_actividad_desde_09_2025
40248216,Fabulous Attic in Sant Andreu nice terrace wifi,265193861.0,BeBarceloner,125.0,Sant Andreu,Sant Andreu,41.42979,2.18338,Entire home/apt,Entire rental unit,5.0,3.0,4.0,3.0,266.67,53.33,235,6,1,2025-08-12,3.5,Barcelona - Regional registration number<br />HUTB-072542<br /><br />Spain - National registration number<br />ESFCTU00000812000040757800000000000000HUTB-072542-340,266.67,HUTB-072542,Apartamento turístico (HUTB / TU),HUTB-072542,HUTB,True,con_licencia,consta en el registro oficial,2025-08-12,sin_actividad_desde_09_2025
40302779,Pent apartment in Sant Andreu easy to commute,265193861.0,BeBarceloner,125.0,Sant Andreu,Sant Andreu,41.430605188397394,2.183636535116723,Entire home/apt,Entire rental unit,2.0,1.0,,3.0,178.67,89.34,354,5,0,2025-05-05,4.2,Barcelona - Regional registration number<br />HUTB-072567<br /><br />Spain - National registration number<br />ESFCTU00000812000040759200000000000000000HUTB-0725675,178.67,HUTB-072567,Apartamento turístico (HUTB / TU),HUTB-072567,HUTB,True,con_licencia,consta en el registro oficial,2025-05-05,sin_actividad_desde_09_2025
40503194,Interior Design Award Winner on  Paseo de Gracia,34104245.0,Mark Thomas,1.0,Gràcia,la Vila de Gràcia,41.39631,2.15773,Entire home/apt,Entire condo,10.0,5.0,7.0,3.0,2253.82,225.38,170,2,0,2025-06-16,5.0,Barcelona - Regional registration number<br />HUTB-005180,2253.82,HUTB-005180,Apartamento turístico (HUTB / TU),HUTB-005180,HUTB,True,con_licencia,consta en el registro oficial,2025-06-16,sin_actividad_desde_09_2025
40688019,Group Flat 2 nice apartments El Born Old Town 11pp,1447144.0,Acomodis Apartments,448.0,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3832,2.18127,Entire home/apt,Entire rental unit,11.0,7.0,10.0,1.0,845.0,76.82,310,1,0,2020-01-19,5.0,Barcelona - Regional registration number<br />HUTB-003898,845.0,HUTB-003898,Apartamento turístico (HUTB / TU),HUTB-003898,HUTB,True,con_licencia,consta en el registro oficial,2020-01-19,sin_actividad_desde_09_2025
40743368,Fantastic 3 BR apartment in Sants,265193861.0,BeBarceloner,125.0,Sants-Montjuïc,Sants - Badal,41.37146,2.13001,Entire home/apt,Entire rental unit,4.0,3.0,,3.0,516.67,129.17,321,5,0,2024-08-13,2.8,Barcelona - Regional registration number<br />HUTB-077740<br /><br />Spain - National registration number<br />ESFCTU00000806500058429700000000000000HUTB-077740-675,516.67,HUTB-077740,Apartamento turístico (HUTB / TU),HUTB-077740,HUTB,True,con_licencia,consta en el registro oficial,2024-08-13,sin_actividad_desde_09_2025
40767970,ch2x3w Large GroupFlat Las Ramblas-Fira Barcelona!,1447144.0,Acomodis Apartments,448.0,Sants-Montjuïc,el Poble Sec,41.37392,2.16786,Entire home/apt,Entire rental unit,12.0,6.0,24.0,2.0,907.5,75.62,205,1,0,2020-02-20,5.0,Barcelona - Regional registration number<br />HUTB-002498,907.5,HUTB-002498,Apartamento turístico (HUTB / TU),HUTB-002498,HUTB,True,con_licencia,consta en el registro oficial,2020-02-20,sin_actividad_desde_09_2025
40942348,"Group Flat 3 nice apartments in El Born, Old Town",1447144.0,Acomodis Apartments,448.0,Ciutat Vella,el Barri Gòtic,41.38268,2.17977,Entire home/apt,Entire rental unit,13.0,9.0,8.0,3.0,1141.33,87.79,365,3,0,2025-02-06,5.0,Barcelona - Regional registration number<br />HUTB-003803<br /><br />Spain - National registration number<br />ESFCTU00000811900017259300000000000000000000018650200,1141.33,HUTB-003803,Apartamento turístico (HUTB / TU),HUTB-003803,HUTB,True,con_licencia,consta en el registro oficial,2025-02-06,sin_actividad_desde_09_2025
41426857,Group Flat 2 nice apartments El Born Old Town 11p,1447144.0,Acomodis Apartments,448.0,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38401,2.18124,Entire home/apt,Entire rental unit,11.0,6.0,11.0,2.0,1061.5,96.5,310,1,0,2022-10-16,5.0,Barcelona - Regional registration number<br />HUTB-003801,1061.5,HUTB-003801,Apartamento turístico (HUTB / TU),HUTB-003801,HUTB,True,con_licencia,consta en el registro oficial,2022-10-16,sin_actividad_desde_09_2025
